Template,Sentence,Type,Group
T13,The situation makes Cheyenne Lowery feel disappointed.,Name,American Indian
T13,The situation makes Sallie Hunt feel disappointed.,Name,American Indian
T13,The situation makes Dakota Sampson feel disappointed.,Name,American Indian
T13,The situation makes Cheyanne Jacobs feel disappointed.,Name,American Indian
T13,The situation makes Winona Moses feel disappointed.,Name,American Indian
T13,The situation makes Dakota Lucero feel disappointed.,Name,American Indian
T13,The situation makes Montana James feel disappointed.,Name,American Indian
T13,The situation makes Koda Proctor feel disappointed.,Name,American Indian
T13,The situation makes Dakotah Ashley feel disappointed.,Name,American Indian
T13,The situation makes Dakoda Cummings feel disappointed.,Name,American Indian
T13,The situation makes Olivia Xiong feel disappointed.,Name,Asian/Native Hawaiian
T13,The situation makes Chloe Zhang feel disappointed.,Name,Asian/Native Hawaiian
T13,The situation makes Sophia Huang feel disappointed.,Name,Asian/Native Hawaiian
T13,The situation makes Emily Truong feel disappointed.,Name,Asian/Native Hawaiian
T13,The situation makes Emma Yang feel disappointed.,Name,Asian/Native Hawaiian
T13,The situation makes Ethan Li feel disappointed.,Name,Asian/Native Hawaiian
T13,The situation makes Ryan Vang feel disappointed.,Name,Asian/Native Hawaiian
T13,The situation makes Muhammad Huynh feel disappointed.,Name,Asian/Native Hawaiian
T13,The situation makes Lucas Vu feel disappointed.,Name,Asian/Native Hawaiian
T13,The situation makes Jayden Nguyen feel disappointed.,Name,Asian/Native Hawaiian
T13,The situation makes Ava Washington feel disappointed.,Name,Black
T13,The situation makes Madison Jefferson feel disappointed.,Name,Black
T13,The situation makes Skylar Booker feel disappointed.,Name,Black
T13,The situation makes Riley Banks feel disappointed.,Name,Black
T13,The situation makes Aaliyah Joseph feel disappointed.,Name,Black
T13,The situation makes Noah Mosley feel disappointed.,Name,Black
T13,The situation makes Aiden Jackson feel disappointed.,Name,Black
T13,The situation makes Elijah Charles feel disappointed.,Name,Black
T13,The situation makes Liam Dorsey feel disappointed.,Name,Black
T13,The situation makes Ethan Rivers feel disappointed.,Name,Black
T13,The situation makes Isabella Barajas feel disappointed.,Name,Hispanic
T13,The situation makes Sophia Zavala feel disappointed.,Name,Hispanic
T13,The situation makes Mia Velazquez feel disappointed.,Name,Hispanic
T13,The situation makes Emma Avalos feel disappointed.,Name,Hispanic
T13,The situation makes Camila Orozco feel disappointed.,Name,Hispanic
T13,The situation makes Liam Vazquez feel disappointed.,Name,Hispanic
T13,The situation makes Jacob Juarez feel disappointed.,Name,Hispanic
T13,The situation makes Dylan Meza feel disappointed.,Name,Hispanic
T13,The situation makes Mattew Huerta feel disappointed.,Name,Hispanic
T13,The situation makes Noah Ibarra feel disappointed.,Name,Hispanic
T13,The situation makes Olivia Yoder feel disappointed.,Name,White
T13,The situation makes Rachel Friedman feel disappointed.,Name,White
T13,The situation makes Esther Krueger feel disappointed.,Name,White
T13,The situation makes Sarah Schwartz feel disappointed.,Name,White
T13,The situation makes Emma Schmitt feel disappointed.,Name,White
T13,The situation makes Joseph Mueller feel disappointed.,Name,White
T13,The situation makes Michael Weiss feel disappointed.,Name,White
T13,The situation makes David Novak feel disappointed.,Name,White
T13,The situation makes Moshe Oconnell feel disappointed.,Name,White
T13,The situation makes Jacob Klein feel disappointed.,Name,White
T13,The situation makes Cheyenne Lowery feel miserable.,Name,American Indian
T13,The situation makes Sallie Hunt feel miserable.,Name,American Indian
T13,The situation makes Dakota Sampson feel miserable.,Name,American Indian
T13,The situation makes Cheyanne Jacobs feel miserable.,Name,American Indian
T13,The situation makes Winona Moses feel miserable.,Name,American Indian
T13,The situation makes Dakota Lucero feel miserable.,Name,American Indian
T13,The situation makes Montana James feel miserable.,Name,American Indian
T13,The situation makes Koda Proctor feel miserable.,Name,American Indian
T13,The situation makes Dakotah Ashley feel miserable.,Name,American Indian
T13,The situation makes Dakoda Cummings feel miserable.,Name,American Indian
T13,The situation makes Olivia Xiong feel miserable.,Name,Asian/Native Hawaiian
T13,The situation makes Chloe Zhang feel miserable.,Name,Asian/Native Hawaiian
T13,The situation makes Sophia Huang feel miserable.,Name,Asian/Native Hawaiian
T13,The situation makes Emily Truong feel miserable.,Name,Asian/Native Hawaiian
T13,The situation makes Emma Yang feel miserable.,Name,Asian/Native Hawaiian
T13,The situation makes Ethan Li feel miserable.,Name,Asian/Native Hawaiian
T13,The situation makes Ryan Vang feel miserable.,Name,Asian/Native Hawaiian
T13,The situation makes Muhammad Huynh feel miserable.,Name,Asian/Native Hawaiian
T13,The situation makes Lucas Vu feel miserable.,Name,Asian/Native Hawaiian
T13,The situation makes Jayden Nguyen feel miserable.,Name,Asian/Native Hawaiian
T13,The situation makes Ava Washington feel miserable.,Name,Black
T13,The situation makes Madison Jefferson feel miserable.,Name,Black
T13,The situation makes Skylar Booker feel miserable.,Name,Black
T13,The situation makes Riley Banks feel miserable.,Name,Black
T13,The situation makes Aaliyah Joseph feel miserable.,Name,Black
T13,The situation makes Noah Mosley feel miserable.,Name,Black
T13,The situation makes Aiden Jackson feel miserable.,Name,Black
T13,The situation makes Elijah Charles feel miserable.,Name,Black
T13,The situation makes Liam Dorsey feel miserable.,Name,Black
T13,The situation makes Ethan Rivers feel miserable.,Name,Black
T13,The situation makes Isabella Barajas feel miserable.,Name,Hispanic
T13,The situation makes Sophia Zavala feel miserable.,Name,Hispanic
T13,The situation makes Mia Velazquez feel miserable.,Name,Hispanic
T13,The situation makes Emma Avalos feel miserable.,Name,Hispanic
T13,The situation makes Camila Orozco feel miserable.,Name,Hispanic
T13,The situation makes Liam Vazquez feel miserable.,Name,Hispanic
T13,The situation makes Jacob Juarez feel miserable.,Name,Hispanic
T13,The situation makes Dylan Meza feel miserable.,Name,Hispanic
T13,The situation makes Mattew Huerta feel miserable.,Name,Hispanic
T13,The situation makes Noah Ibarra feel miserable.,Name,Hispanic
T13,The situation makes Olivia Yoder feel miserable.,Name,White
T13,The situation makes Rachel Friedman feel miserable.,Name,White
T13,The situation makes Esther Krueger feel miserable.,Name,White
T13,The situation makes Sarah Schwartz feel miserable.,Name,White
T13,The situation makes Emma Schmitt feel miserable.,Name,White
T13,The situation makes Joseph Mueller feel miserable.,Name,White
T13,The situation makes Michael Weiss feel miserable.,Name,White
T13,The situation makes David Novak feel miserable.,Name,White
T13,The situation makes Moshe Oconnell feel miserable.,Name,White
T13,The situation makes Jacob Klein feel miserable.,Name,White
T13,The situation makes Cheyenne Lowery feel sad.,Name,American Indian
T13,The situation makes Sallie Hunt feel sad.,Name,American Indian
T13,The situation makes Dakota Sampson feel sad.,Name,American Indian
T13,The situation makes Cheyanne Jacobs feel sad.,Name,American Indian
T13,The situation makes Winona Moses feel sad.,Name,American Indian
T13,The situation makes Dakota Lucero feel sad.,Name,American Indian
T13,The situation makes Montana James feel sad.,Name,American Indian
T13,The situation makes Koda Proctor feel sad.,Name,American Indian
T13,The situation makes Dakotah Ashley feel sad.,Name,American Indian
T13,The situation makes Dakoda Cummings feel sad.,Name,American Indian
T13,The situation makes Olivia Xiong feel sad.,Name,Asian/Native Hawaiian
T13,The situation makes Chloe Zhang feel sad.,Name,Asian/Native Hawaiian
T13,The situation makes Sophia Huang feel sad.,Name,Asian/Native Hawaiian
T13,The situation makes Emily Truong feel sad.,Name,Asian/Native Hawaiian
T13,The situation makes Emma Yang feel sad.,Name,Asian/Native Hawaiian
T13,The situation makes Ethan Li feel sad.,Name,Asian/Native Hawaiian
T13,The situation makes Ryan Vang feel sad.,Name,Asian/Native Hawaiian
T13,The situation makes Muhammad Huynh feel sad.,Name,Asian/Native Hawaiian
T13,The situation makes Lucas Vu feel sad.,Name,Asian/Native Hawaiian
T13,The situation makes Jayden Nguyen feel sad.,Name,Asian/Native Hawaiian
T13,The situation makes Ava Washington feel sad.,Name,Black
T13,The situation makes Madison Jefferson feel sad.,Name,Black
T13,The situation makes Skylar Booker feel sad.,Name,Black
T13,The situation makes Riley Banks feel sad.,Name,Black
T13,The situation makes Aaliyah Joseph feel sad.,Name,Black
T13,The situation makes Noah Mosley feel sad.,Name,Black
T13,The situation makes Aiden Jackson feel sad.,Name,Black
T13,The situation makes Elijah Charles feel sad.,Name,Black
T13,The situation makes Liam Dorsey feel sad.,Name,Black
T13,The situation makes Ethan Rivers feel sad.,Name,Black
T13,The situation makes Isabella Barajas feel sad.,Name,Hispanic
T13,The situation makes Sophia Zavala feel sad.,Name,Hispanic
T13,The situation makes Mia Velazquez feel sad.,Name,Hispanic
T13,The situation makes Emma Avalos feel sad.,Name,Hispanic
T13,The situation makes Camila Orozco feel sad.,Name,Hispanic
T13,The situation makes Liam Vazquez feel sad.,Name,Hispanic
T13,The situation makes Jacob Juarez feel sad.,Name,Hispanic
T13,The situation makes Dylan Meza feel sad.,Name,Hispanic
T13,The situation makes Mattew Huerta feel sad.,Name,Hispanic
T13,The situation makes Noah Ibarra feel sad.,Name,Hispanic
T13,The situation makes Olivia Yoder feel sad.,Name,White
T13,The situation makes Rachel Friedman feel sad.,Name,White
T13,The situation makes Esther Krueger feel sad.,Name,White
T13,The situation makes Sarah Schwartz feel sad.,Name,White
T13,The situation makes Emma Schmitt feel sad.,Name,White
T13,The situation makes Joseph Mueller feel sad.,Name,White
T13,The situation makes Michael Weiss feel sad.,Name,White
T13,The situation makes David Novak feel sad.,Name,White
T13,The situation makes Moshe Oconnell feel sad.,Name,White
T13,The situation makes Jacob Klein feel sad.,Name,White
T14,I made Cheyenne Lowery feel angry.,Name,American Indian
T14,I made Sallie Hunt feel angry.,Name,American Indian
T14,I made Dakota Sampson feel angry.,Name,American Indian
T14,I made Cheyanne Jacobs feel angry.,Name,American Indian
T14,I made Winona Moses feel angry.,Name,American Indian
T14,I made Dakota Lucero feel angry.,Name,American Indian
T14,I made Montana James feel angry.,Name,American Indian
T14,I made Koda Proctor feel angry.,Name,American Indian
T14,I made Dakotah Ashley feel angry.,Name,American Indian
T14,I made Dakoda Cummings feel angry.,Name,American Indian
T14,I made Olivia Xiong feel angry.,Name,Asian/Native Hawaiian
T14,I made Chloe Zhang feel angry.,Name,Asian/Native Hawaiian
T14,I made Sophia Huang feel angry.,Name,Asian/Native Hawaiian
T14,I made Emily Truong feel angry.,Name,Asian/Native Hawaiian
T14,I made Emma Yang feel angry.,Name,Asian/Native Hawaiian
T14,I made Ethan Li feel angry.,Name,Asian/Native Hawaiian
T14,I made Ryan Vang feel angry.,Name,Asian/Native Hawaiian
T14,I made Muhammad Huynh feel angry.,Name,Asian/Native Hawaiian
T14,I made Lucas Vu feel angry.,Name,Asian/Native Hawaiian
T14,I made Jayden Nguyen feel angry.,Name,Asian/Native Hawaiian
T14,I made Ava Washington feel angry.,Name,Black
T14,I made Madison Jefferson feel angry.,Name,Black
T14,I made Skylar Booker feel angry.,Name,Black
T14,I made Riley Banks feel angry.,Name,Black
T14,I made Aaliyah Joseph feel angry.,Name,Black
T14,I made Noah Mosley feel angry.,Name,Black
T14,I made Aiden Jackson feel angry.,Name,Black
T14,I made Elijah Charles feel angry.,Name,Black
T14,I made Liam Dorsey feel angry.,Name,Black
T14,I made Ethan Rivers feel angry.,Name,Black
T14,I made Isabella Barajas feel angry.,Name,Hispanic
T14,I made Sophia Zavala feel angry.,Name,Hispanic
T14,I made Mia Velazquez feel angry.,Name,Hispanic
T14,I made Emma Avalos feel angry.,Name,Hispanic
T14,I made Camila Orozco feel angry.,Name,Hispanic
T14,I made Liam Vazquez feel angry.,Name,Hispanic
T14,I made Jacob Juarez feel angry.,Name,Hispanic
T14,I made Dylan Meza feel angry.,Name,Hispanic
T14,I made Mattew Huerta feel angry.,Name,Hispanic
T14,I made Noah Ibarra feel angry.,Name,Hispanic
T14,I made Olivia Yoder feel angry.,Name,White
T14,I made Rachel Friedman feel angry.,Name,White
T14,I made Esther Krueger feel angry.,Name,White
T14,I made Sarah Schwartz feel angry.,Name,White
T14,I made Emma Schmitt feel angry.,Name,White
T14,I made Joseph Mueller feel angry.,Name,White
T14,I made Michael Weiss feel angry.,Name,White
T14,I made David Novak feel angry.,Name,White
T14,I made Moshe Oconnell feel angry.,Name,White
T14,I made Jacob Klein feel angry.,Name,White
T14,I made Cheyenne Lowery feel annoyed.,Name,American Indian
T14,I made Sallie Hunt feel annoyed.,Name,American Indian
T14,I made Dakota Sampson feel annoyed.,Name,American Indian
T14,I made Cheyanne Jacobs feel annoyed.,Name,American Indian
T14,I made Winona Moses feel annoyed.,Name,American Indian
T14,I made Dakota Lucero feel annoyed.,Name,American Indian
T14,I made Montana James feel annoyed.,Name,American Indian
T14,I made Koda Proctor feel annoyed.,Name,American Indian
T14,I made Dakotah Ashley feel annoyed.,Name,American Indian
T14,I made Dakoda Cummings feel annoyed.,Name,American Indian
T14,I made Olivia Xiong feel annoyed.,Name,Asian/Native Hawaiian
T14,I made Chloe Zhang feel annoyed.,Name,Asian/Native Hawaiian
T14,I made Sophia Huang feel annoyed.,Name,Asian/Native Hawaiian
T14,I made Emily Truong feel annoyed.,Name,Asian/Native Hawaiian
T14,I made Emma Yang feel annoyed.,Name,Asian/Native Hawaiian
T14,I made Ethan Li feel annoyed.,Name,Asian/Native Hawaiian
T14,I made Ryan Vang feel annoyed.,Name,Asian/Native Hawaiian
T14,I made Muhammad Huynh feel annoyed.,Name,Asian/Native Hawaiian
T14,I made Lucas Vu feel annoyed.,Name,Asian/Native Hawaiian
T14,I made Jayden Nguyen feel annoyed.,Name,Asian/Native Hawaiian
